tag,JD,launch_date,launch_year,type,variant,mission,site,agency_raw,agency,provider_group,state_code,category,agency_type,color_category,launch_code
2020-026,2458964.58,2020 Apr 25 0151:41,2020,Soyuz-2-1A,-,Progress 7K-TGM No. 448,GIK-5,FKA,Roscosmos / Russian Military,Russia,RU,O,state,state_russia,OS
2020-027,2458974.92,2020 May  5 1000:27,2020,Chang Zheng 5B,-,XZF-FC/RCS-FC-SC,WEN,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-028,2458981.55,2020 May 12 0116,2020,Kuaizhou-1A,-,-,JQ,EXPACE,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-029,2458987.05,2020 May 17 1314:00,2020,Atlas V 501,C,X-37B No. 1?,CC,ULAL,United Launch Alliance (ULA),ULA,US,O,private,private_ula,OS
2020-030,2458990.23,2020 May 20 1731:00,2020,H-IIB,-,HTV 9,TNSC,MHI,Intl Commercial (MHI),International Commercial,J,O,private,private_intl_commercial,OS
2020-031,2458991.81,2020 May 22 0731:17,2020,Soyuz-2-1B,Fregat,Kupol No. 4,GIK-1,VVKO,Roscosmos / Russian Military,Russia,RU,O,state,state_russia,OS
2020-F04,2458995.33,2020 May 25 1950,2020,LauncherOne,-,-,MHV,VORB,US New Space (VO),US New Commercial,US,F,private,private_us_new,OF
2020-032,2458999.34,2020 May 29 2013,2020,Chang Zheng 11,-,-,XSC,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-033,2459000.31,2020 May 30 1922:45,2020,Falcon 9,FT5,Dragon C206,KSC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-034,2459000.87,2020 May 31 0853,2020,Chang Zheng 2D,-,Gao Fen 9-02,JQ,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-035,2459004.56,2020 Jun  4 0125:33,2020,Falcon 9,FT5,Starlink V1.0-L7,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-036,2459011.27,2020 Jun 10 1831:24,2020,Chang Zheng 2C,b,HY-1D,TYSC,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-037,2459013.72,2020 Jun 13 0512:12,2020,Electron,-,NRO/ANDESITE/M2PF,MAHIA,RLABN,Rocket Lab,Rocket Lab,US,O,private,private_rocketlab,OS
2020-038,2459013.89,2020 Jun 13 0921:18,2020,Falcon 9,FT5,Starlink V1.0-L8/SkySat,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-039,2459017.80,2020 Jun 17 0719:04,2020,Chang Zheng 2D,-,Gao Fen 9-03,JQ,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-040,2459023.57,2020 Jun 23 0143:04,2020,Chang Zheng 3B,G2,Beidou-3 G3,XSC,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-041,2459031.34,2020 Jun 30 2010:46,2020,Falcon 9,FT5,GPS III SV-03,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-042,2459033.63,2020 Jul  3 0310,2020,Chang Zheng 4B,-,Gao Fen Duomo,TYSC,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-F05,2459035.39,2020 Jul  4 2119:36,2020,Electron,-,Electron 13 Rideshare,MAHIA,RLABN,Rocket Lab,Rocket Lab,US,F,private,private_rocketlab,OF
2020-043,2459035.49,2020 Jul  4 2344:04,2020,Chang Zheng 2D,-,SW6-02,JQ,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-044,2459036.54,2020 Jul  6 0100,2020,Shavit 2,-,'Ofeq-16,PALB,ISA,State (ISA),Other States,IL,O,state,state_other,OS
2020-045,2459040.01,2020 Jul  9 1211:04,2020,Chang Zheng 3B,G2,Apstar 6D,XSC,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-F06,2459040.68,2020 Jul 10 0417,2020,Kuaizhou-11,-,Jilin-1 GF02,JQ,EXPACE,China (CASC / CALT / SAST),China,CN,F,state,state_china,OF
2020-046,2459046.07,2020 Jul 15 1346:00,2020,Minotaur IV,-,NROL-129,MARS,NGIS,US Heritage (Boeing / Lockheed / Northrop / Orbital),US Heritage Commercial,US,O,private,private_us_heritage,OS
2020-047,2459050.42,2020 Jul 19 2158:14,2020,H-IIA 202,1,Hope Probe,TNSC,MHI,Intl Commercial (MHI),International Commercial,J,O,private,private_intl_commercial,DS
2020-048,2459051.40,2020 Jul 20 2130,2020,Falcon 9,FT5,ANASIS-2,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-049,2459053.70,2020 Jul 23 0441:12,2020,Chang Zheng 5,-,Tianwen-1,WEN,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,DS
2020-050,2459054.10,2020 Jul 23 1426:22,2020,Soyuz-2-1A,-,Progress 7K-TGM No. 444,GIK-5,FKA,Roscosmos / Russian Military,Russia,RU,O,state,state_russia,OS
2020-051,2459055.63,2020 Jul 25 0313,2020,Chang Zheng 4B,-,ZY3-3,TYSC,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-052,2459060.99,2020 Jul 30 1150:00,2020,Atlas V 541,C,Perseverance,CC,ULAL,United Launch Alliance (ULA),ULA,US,O,private,private_ula,DS
2020-053,2459061.39,2020 Jul 30 2125:19,2020,Proton-M/Briz-M,III,Ekspress-80/103,GIK-5,KHRU,Roscosmos / Russian Military,Russia,RU,O,state,state_russia,OS
2020-054,2459067.67,2020 Aug  6 0401,2020,Chang Zheng 2D,-,Gao Fen 9-04,JQ,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-055,2459068.72,2020 Aug  7 0512:05,2020,Falcon 9,FT5,Starlink V1.0-L9/BSky,KSC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-056,2459077.42,2020 Aug 15 2204:00,2020,Ariane 5ECA+,-,Galaxy 30/MEV2/BSAT-4b,CSG,AE,Arianespace,Arianespace,F,O,private,private_arianespace,OS
2020-057,2459080.10,2020 Aug 18 1431:00,2020,Falcon 9,FT5,Starlink V1.0-L10/SkySat,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-058,2459084.60,2020 Aug 23 0227:04,2020,Chang Zheng 2D,-,Gao Fen 9-05,JQ,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-059,2459092.47,2020 Aug 30 2318:00,2020,Falcon 9,FT5,SAOCOM-1B,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-060,2459092.63,2020 Aug 31 0305:47,2020,Electron,-,Sequoia,MAHIA,RLABN,Rocket Lab,Rocket Lab,US,O,private,private_rocketlab,OS
2020-061,2459095.58,2020 Sep  3 0151:10,2020,Vega,1,SSMS,CSG,AE,Arianespace,Arianespace,F,O,private,private_arianespace,OS
2020-062,2459096.03,2020 Sep  3 1246:14,2020,Falcon 9,FT5,Starlink V1.0-L11,KSC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-063,2459096.81,2020 Sep  4 0730?,2020,Chang Zheng 2F,T,CSSHQ,JQ,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-064,2459099.75,2020 Sep  7 0557:05,2020,Chang Zheng 4B,-,Gao Fen 11-02,TYSC,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-F07,2459104.64,2020 Sep 12 0319,2020,Astra Rocket 3.1,-,-,PSCA,ASTRV,US New Space (Astra),US New Commercial,US,F,private,private_us_new,OF
2020-F08,2459104.71,2020 Sep 12 0502,2020,Kuaizhou-1A,-,-,JQ,EXPACE,China (CASC / CALT / SAST),China,CN,F,state,state_china,OF
2020-065,2459107.56,2020 Sep 15 0123,2020,Chang Zheng 11,H,Jilin-1,HHAI,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-066,2459113.74,2020 Sep 21 0540:04,2020,Chang Zheng 4B,-,HY-2C,JQ,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-067,2459119.64,2020 Sep 27 0323:04,2020,Chang Zheng 4B,-,HJ-2A/B,TYSC,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-068,2459120.97,2020 Sep 28 1120:33,2020,Soyuz-2-1B,Fregat,Gonets-M No. 27/28/29,GIK-1,VVKO,Roscosmos / Russian Military,Russia,RU,O,state,state_russia,OS
2020-069,2459125.55,2020 Oct  3 0116:12,2020,Antares 230+,-,Cygnus NG-14,MARS,NGIS,US Heritage (Boeing / Lockheed / Northrop / Orbital),US Heritage Commercial,US,O,private,private_us_heritage,OS
2020-070,2459128.98,2020 Oct  6 1129:34,2020,Falcon 9,FT5,Starlink V1.0-L12,KSC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-071,2459134.21,2020 Oct 11 1657:04,2020,Chang Zheng 3B,G2,Gao Fen 13,XSC,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-072,2459136.74,2020 Oct 14 0545:04,2020,Soyuz-2-1A,-,Soyuz 11F732A48 No. 747,GIK-5,FKA,Roscosmos / Russian Military,Russia,RU,O,state,state_russia,OS
2020-073,2459141.02,2020 Oct 18 1225:57,2020,Falcon 9,FT5,Starlink V1.0-L13,KSC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-074,2459147.15,2020 Oct 24 1531:34,2020,Falcon 9,FT5,Starlink V1.0-L14,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-075,2459148.30,2020 Oct 25 1908,2020,Soyuz-2-1B,Fregat,Glonass-K No. 15L,GIK-1,VVKO,Roscosmos / Russian Military,Russia,RU,O,state,state_russia,OS
2020-076,2459149.14,2020 Oct 26 1519:05,2020,Chang Zheng 2C,-,YG-30-07,XSC,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-077,2459151.39,2020 Oct 28 2121:27,2020,Electron,-,Electron 15 Rideshare,MAHIA,RLABN,Rocket Lab,Rocket Lab,US,O,private,private_rocketlab,OS
2020-078,2459159.48,2020 Nov  5 2324:23,2020,Falcon 9,FT5,GPS III SV-04,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-079,2459159.64,2020 Nov  6 0319:15,2020,Chang Zheng 6,-,Nusat 9-18,TYSC,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-080,2459160.80,2020 Nov  7 0712,2020,Gushenxing 1,-,Tianqi-11,JQ,XIDO,China Commercial (Galactic Energy),China Commercial,CN,O,private,private_china_commercial,OS
2020-081,2459160.90,2020 Nov  7 0941,2020,PSLV-DL,-,PSLV Rideshare 17,SHAR,ISRO,India (ISRO),India,IN,O,state,state_india,OS
2020-082,2459166.17,2020 Nov 12 1559,2020,Chang Zheng 3B,G2,Tiantong-1 02,XSC,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-083,2459167.44,2020 Nov 13 2232:00,2020,Atlas V 531,G,TOPAZ?,CC,ULAL,United Launch Alliance (ULA),ULA,US,O,private,private_ula,OS
2020-084,2459169.52,2020 Nov 16 0027:17,2020,Falcon 9,FT5,Dragon C207,KSC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-U01,2459170.58,2020 Nov 17 0152:20,2020,Vega,1,SEOSAT-Ingenio,CSG,AE,Arianespace,Arianespace,F,F,private,private_arianespace,OF
2020-085,2459173.60,2020 Nov 20 0220:01,2020,Electron,-,Electron 16 Rideshare,MAHIA,RLABN,Rocket Lab,Rocket Lab,US,O,private,private_rocketlab,OS
2020-086,2459175.22,2020 Nov 21 1717:08,2020,Falcon 9,FT5,Sentinel-6,VS,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-087,2459177.35,2020 Nov 23 2030:22,2020,Chang Zheng 5,-,Chang'e-5,WEN,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,DS
2020-088,2459178.59,2020 Nov 25 0213:12,2020,Falcon 9,FT5,Starlink V1.0-L15,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-089,2459182.81,2020 Nov 29 0725,2020,H-IIA 202,1,Deta Chukei Eisei 1,TNSC,MHI,Intl Commercial (MHI),International Commercial,J,O,private,private_intl_commercial,OS
2020-090,2459185.56,2020 Dec  2 0133:28,2020,Soyuz-ST-A,Fregat,FalconEye 2,CSG,AE,Arianespace,Arianespace,F,O,private,private_arianespace,OS
2020-091,2459186.55,2020 Dec  3 0114,2020,Soyuz-2-1B,Fregat,Gonets-M No. 30/31/32,GIK-1,VVKO,Roscosmos / Russian Military,Russia,RU,O,state,state_russia,OS
2020-092,2459189.67,2020 Dec  6 0357:37,2020,Chang Zheng 3B,G5,Gao Fen 14,XSC,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-093,2459190.18,2020 Dec  6 1617:08,2020,Falcon 9,FT5,Dragon C208,KSC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-094,2459193.34,2020 Dec  9 2014,2020,Chang Zheng 11,-,-,XSC,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-095,2459194.55,2020 Dec 11 0109,2020,Delta 4H,A,ORION 10?,CC,ULAB,United Launch Alliance (ULA),ULA,US,O,private,private_ula,OS
2020-096,2459197.23,2020 Dec 13 1730,2020,Falcon 9,FT5,SXM-7,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-097,2459197.74,2020 Dec 14 0550:00,2020,Angara A5,-,5A4PP?,GIK-1,KHRU,Roscosmos / Russian Military,Russia,RU,O,state,state_russia,OS
2020-098,2459198.92,2020 Dec 15 1009:27,2020,Electron,-,Strix-Alpha,MAHIA,RLABN,Rocket Lab,Rocket Lab,US,O,private,private_rocketlab,OS
2020-F09,2459199.37,2020 Dec 15 2055,2020,Astra Rocket 3.2,-,-,PSCA,ASTRV,US New Space (Astra),US New Commercial,US,F,private,private_us_new,OF
2020-099,2459200.92,2020 Dec 17 1011,2020,PSLV-XL,-,GSAT-12R,SHAR,ISRO,India (ISRO),India,IN,O,state,state_india,OS
2020-100,2459202.02,2020 Dec 18 1226:27,2020,Soyuz-2-1B,Fregat,OneWeb L4,VOST,STSM,Intl Commercial (Starsem),International Commercial,F,O,private,private_intl_commercial,OS
2020-101,2459203.08,2020 Dec 19 1400,2020,Falcon 9,FT5,NROL-108,KSC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2020-102,2459205.69,2020 Dec 22 0437:37,2020,Chang Zheng 8,-,XJY 7,WEN,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-103,2459211.16,2020 Dec 27 1544,2020,Chang Zheng 4C,-,Yaogan 33,JQ,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2020-104,2459213.20,2020 Dec 29 1642:07,2020,Soyuz-ST-A,Fregat,CSO 2,CSG,AE,Arianespace,Arianespace,F,O,private,private_arianespace,OS
2021-001,2459222.59,2021 Jan  8 0215,2021,Falcon 9,FT5,Turksat 5A,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-002,2459232.32,2021 Jan 17 1938:51,2021,LauncherOne,-,-,MHV,VORB,US New Space (VO),US New Commercial,US,O,private,private_us_new,OS
2021-003,2459234.18,2021 Jan 19 1625,2021,Chang Zheng 3B,G2,Tiantong-1 03,XSC,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-004,2459234.81,2021 Jan 20 0726,2021,Electron,-,BIU GMS-T,MAHIA,RLABN,Rocket Lab,Rocket Lab,US,O,private,private_rocketlab,OS
2021-005,2459235.04,2021 Jan 20 1302,2021,Falcon 9,FT5,Starlink V1.0-L16,KSC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-006,2459239.12,2021 Jan 24 1500,2021,Falcon 9,FT5,Transporter-1,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-007,2459243.70,2021 Jan 29 0447,2021,Chang Zheng 4C,-,Yaogan 31-02,JQ,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-F01,2459246.84,2021 Feb  1 0815,2021,Shuang Quxian 1,2,-,JQ,XJRY,China Commercial (i-Space),China Commercial,CN,F,private,private_china_commercial,OF
2021-008,2459248.36,2021 Feb  2 2045:28,2021,Soyuz-2-1B,-,Lotos-S No. 5,GIK-1,VVKO,Roscosmos / Russian Military,Russia,RU,O,state,state_russia,OS
2021-009,2459249.76,2021 Feb  4 0619,2021,Falcon 9,FT5,Starlink V1.0-L18,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-010,2459250.15,2021 Feb  4 1536:04,2021,Chang Zheng 3B,G2,Huoyan 3?,XSC,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-011,2459260.70,2021 Feb 15 0445:06,2021,Soyuz-2-1A,-,Progress 7K-TGM No. 445,GIK-5,FKA,Roscosmos / Russian Military,Russia,RU,O,state,state_russia,OS
2021-012,2459261.67,2021 Feb 16 0359:37,2021,Falcon 9,FT5,Starlink V1.0-L19,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-013,2459266.23,2021 Feb 20 1736:49,2021,Antares 230+,-,Cygnus NG-15,MARS,NGIS,US Heritage (Boeing / Lockheed / Northrop / Orbital),US Heritage Commercial,US,O,private,private_us_heritage,OS
2021-014,2459269.60,2021 Feb 24 0222,2021,Chang Zheng 4C,-,Yaogan 31-03,JQ,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-015,2459273.70,2021 Feb 28 0454,2021,PSLV-DL,-,PSLV Rideshare 18,SHAR,ISRO/NSIL,India (ISRO),India,IN,O,state,state_india,OS
2021-016,2459273.79,2021 Feb 28 0655:01,2021,Soyuz-2-1B,Fregat,Arktika-M No. 1,GIK-5,FKA,Roscosmos / Russian Military,Russia,RU,O,state,state_russia,OS
2021-017,2459277.85,2021 Mar  4 0824:54,2021,Falcon 9,FT5,Starlink V1.0-L17,KSC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-018,2459284.84,2021 Mar 11 0813:29,2021,Falcon 9,FT5,Starlink V1.0-L20,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-019,2459285.24,2021 Mar 11 1751:28,2021,Chang Zheng 7A,-,Shiyan 9,WEN,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-020,2459286.60,2021 Mar 13 0219,2021,Chang Zheng 4C,-,Yaogan 31-04,JQ,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-021,2459287.92,2021 Mar 14 1001:26,2021,Falcon 9,FT5,Starlink V1.0-L21,KSC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-022,2459295.75,2021 Mar 22 0607:12,2021,Soyuz-2-1A,Fregat,Soyuz Rideshare 9,GIK-5,GKLS,Intl Commercial (GK Launch Serv.),International Commercial,RU,O,private,private_intl_commercial,OS
2021-023,2459296.44,2021 Mar 22 2230,2021,Electron,-,Global-5/Pathstone,MAHIA,RLABN,Rocket Lab,Rocket Lab,US,O,private,private_rocketlab,OS
2021-024,2459297.85,2021 Mar 24 0828,2021,Falcon 9,FT5,Starlink V1.0-L22,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-025,2459298.62,2021 Mar 25 0247:33,2021,Soyuz-2-1B,Fregat,OneWeb L5,VOST,STSM,Intl Commercial (Starsem),International Commercial,F,O,private,private_intl_commercial,OS
2021-026,2459304.45,2021 Mar 30 2245,2021,Chang Zheng 4C,-,Gao Fen 12-02,JQ,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-027,2459312.19,2021 Apr  7 1634,2021,Falcon 9,FT5,Starlink V1.0-L23,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-028,2459313.46,2021 Apr  8 2301,2021,Chang Zheng 4B,-,SW6-03,TYSC,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-029,2459313.82,2021 Apr  9 0742:41,2021,Soyuz-2-1A,-,Soyuz 11F732A48 No. 748,GIK-5,FKA,Roscosmos / Russian Military,Russia,RU,O,state,state_russia,OS
2021-030,2459327.91,2021 Apr 23 0949:02,2021,Falcon 9,FT5,Dragon C206.2,KSC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-031,2459330.43,2021 Apr 25 2214:08,2021,Soyuz-2-1B,Fregat,OneWeb L6,VOST,STSM,Intl Commercial (Starsem),International Commercial,F,O,private,private_intl_commercial,OS
2021-032,2459331.37,2021 Apr 26 2047:00,2021,Delta 4H,A,Improved CRYSTAL?,VS,ULAB,United Launch Alliance (ULA),ULA,US,O,private,private_ula,OS
2021-033,2459331.64,2021 Apr 27 0320,2021,Chang Zheng 6,-,Qilu-1/4,TYSC,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-034,2459333.58,2021 Apr 29 0150:00,2021,Vega,1,Pleiades-Neo 3,CSG,AE,Arianespace,Arianespace,F,O,private,private_arianespace,OS
2021-035,2459333.64,2021 Apr 29 0323:16,2021,Chang Zheng 5B,-,Tianhe,WEN,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-036,2459333.66,2021 Apr 29 0344:30,2021,Falcon 9,FT5,Starlink V1.0-L24,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-037,2459334.81,2021 Apr 30 0727,2021,Chang Zheng 4C,-,Yaogan 34,JQ,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-038,2459339.29,2021 May  4 1901,2021,Falcon 9,FT5,Starlink V1.0-L25,KSC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-039,2459341.26,2021 May  6 1811:05,2021,Chang Zheng 2C,-,YG-30-08,XSC,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-040,2459343.78,2021 May  9 0642,2021,Falcon 9,FT5,Starlink V1.0-L27,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-F02,2459349.97,2021 May 15 1111:39,2021,Electron,-,Global-8/Global-9,MAHIA,RLABN,Rocket Lab,Rocket Lab,US,F,private,private_rocketlab,OF
2021-041,2459350.46,2021 May 15 2256,2021,Falcon 9,FT5,Starlink V1.0-L26,KSC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-042,2459353.23,2021 May 18 1737,2021,Atlas V 421,C1,SBIRS GEO-5,CC,ULAL,United Launch Alliance (ULA),ULA,US,O,private,private_ula,OS
2021-043,2459353.67,2021 May 19 0403,2021,Chang Zheng 4B,-,HY-2D,JQ,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-044,2459361.29,2021 May 26 1859,2021,Falcon 9,FT5,Starlink V1.0-L28,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-045,2459363.24,2021 May 28 1738:39,2021,Soyuz-2-1B,Fregat,OneWeb L7,VOST,STSM,Intl Commercial (Starsem),International Commercial,F,O,private,private_intl_commercial,OS
2021-046,2459364.04,2021 May 29 1255:29,2021,Chang Zheng 7,-,Tianzhou 2,WEN,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-047,2459368.18,2021 Jun  2 1617,2021,Chang Zheng 3B,G2,FY-4B,XSC,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-048,2459369.23,2021 Jun  3 1729:15,2021,Falcon 9,FT5,Dragon C209,KSC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-049,2459371.68,2021 Jun  6 0426,2021,Falcon 9,FT5,SXM-8,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-050,2459376.63,2021 Jun 11 0303,2021,Chang Zheng 2D,-,Beijing-3,TYSC,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-F03,2459377.50,2021 Jun 12,2021,Simorgh,-,-,SEM,IRSA,State (IRSA),Other States,IR,F,state,state_other,OF
2021-051,2459378.84,2021 Jun 13 0811,2021,Pegasus XL,-,TacRL-2,VSFB,NGISD,US Heritage (Boeing / Lockheed / Northrop / Orbital),US Heritage Commercial,US,O,private,private_us_heritage,OS
2021-052,2459381.07,2021 Jun 15 1335,2021,Minotaur I,-,NROL-111,MARS,NGISC,US Heritage (Boeing / Lockheed / Northrop / Orbital),US Heritage Commercial,US,O,private,private_us_heritage,OS
2021-053,2459382.56,2021 Jun 17 0122:32,2021,Chang Zheng 2F,G,Shenzhou 12,JQ,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-054,2459383.17,2021 Jun 17 1609:35,2021,Falcon 9,FT5,GPS III SV05,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-055,2459383.77,2021 Jun 18 0630,2021,Chang Zheng 2C,-,YG-30-09,XSC,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-056,2459391.33,2021 Jun 25 1950:00,2021,Soyuz-2-1B,-,Pion-NKS No. 901,GIK-1,VVKO,Roscosmos / Russian Military,Russia,RU,O,state,state_russia,OS
2021-057,2459395.48,2021 Jun 29 2327:20,2021,Soyuz-2-1A,-,Progress 7K-TGM No. 446,GIK-5,FKA,Roscosmos / Russian Military,Russia,RU,O,state,state_russia,OS
2021-058,2459396.12,2021 Jun 30 1447,2021,LauncherOne,-,Tubular Bells I,MHV,VORB,US New Space (VO),US New Commercial,US,O,private,private_us_new,OS
2021-059,2459396.31,2021 Jun 30 1931,2021,Falcon 9,FT5,Transporter-2,CC,SPX,SpaceX,SpaceX,US,O,private,private_spacex,OS
2021-060,2459397.03,2021 Jul  1 1248:33,2021,Soyuz-2-1B,Fregat,OneWeb L8,VOST,STSM,Intl Commercial (Starsem),International Commercial,F,O,private,private_intl_commercial,OS
2021-061,2459398.62,2021 Jul  3 0251,2021,Chang Zheng 2D,-,Jilin-1,TYSC,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-062,2459400.48,2021 Jul  4 2328,2021,Chang Zheng 4C,-,FY-3E,JQ,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-063,2459402.16,2021 Jul  6 1553,2021,Chang Zheng 3C,G2,TL1-05,XSC,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-064,2459405.00,2021 Jul  9 1159,2021,Chang Zheng 6,-,Zhongzi 02,TYSC,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-065,2459414.51,2021 Jul 19 0019,2021,Chang Zheng 2C,-,YG-30-10,XSC,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-066,2459417.12,2021 Jul 21 1458:25,2021,Proton-M,1,MLM-U No. 17901,GIK-5,KHRU,Roscosmos / Russian Military,Russia,RU,O,state,state_russia,OS
2021-U01,2459422.50,2021 Jul 27?,2021,Chang Zheng 2C,-,DF-ZF,TYSC?,CALT,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-067,2459424.67,2021 Jul 29 0401,2021,Chang Zheng 2D,-,Tianhui 1-04,JQ,SAST,China (CASC / CALT / SAST),China,CN,O,state,state_china,OS
2021-068,2459424.75,2021 Jul 29 0600,2021,Electron,-,Monolith,MAHIA,RLABN,Rocket Lab,Rocket Lab,US,O,private,private_rocketlab,OS
2021-069,2459426.38,2021 Jul 30 2100,2021,Ariane 5ECA+,-,Star One D2/Eutelsat Q,CSG,AE,Arianespace,Arianespace,F,O,private,private_arianespace,OS
